uuid,name,description,local-name,local-description,class,datatype,shortname,is-set,reference-term-source,reference-term-code,reference-term-name,reference-term-relationship,units,high-normal,low-normal,member-of,member-of-sort-weight,answer-of,answer-of-sort-weight,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antimalarials and drugs acting on other blood protozoa",,,,,,,,ICD10-BD,Y41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antiprotozoal drugs",,,,,,,,ICD10-BD,Y41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anthelminthics",,,,,,,,ICD10-BD,Y41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antiviral drugs",,,,,,,,ICD10-BD,Y41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other specified systemic anti-infectives and antiparasitics",,,,,,,,ICD10-BD,Y41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, systemic anti-infective and antiparasitic, unspecified",,,,,,,,ICD10-BD,Y41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, hormones and their synthetic substitutes and antagonists, not elsewhere classified",,,,,,,,ICD10-BD,Y42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, glucocorticoids and synthetic analogs",,,,,,,,ICD10-BD,Y42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, thyroid hormones and substitutes",,,,,,,,ICD10-BD,Y42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antithyroid drugs",,,,,,,,ICD10-BD,Y42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, insulin and oral hypoglycemic [antidiabetic] drugs",,,,,,,,ICD10-BD,Y42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, oral contraceptives",,,,,,,,ICD10-BD,Y42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other estrogens and progestogens",,,,,,,,ICD10-BD,Y42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",,,,,,,,ICD10-BD,Y42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, androgens and anabolic congeners",,,,,,,,ICD10-BD,Y42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified hormones and their synthetic substitutes",,,,,,,,ICD10-BD,Y42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified hormone antagonists",,,,,,,,ICD10-BD,Y42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, primarily systemic agents",,,,,,,,ICD10-BD,Y43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antiallergic and antiemetic drugs",,,,,,,,ICD10-BD,Y43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antineoplastic antimetabolites",,,,,,,,ICD10-BD,Y43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antineoplastic natural products",,,,,,,,ICD10-BD,Y43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antineoplastic drugs",,,,,,,,ICD10-BD,Y43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, immunosuppressive agents",,,,,,,,ICD10-BD,Y43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, acidifying and alkalizing agents",,,,,,,,ICD10-BD,Y43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, enzymes, not elsewhere classified",,,,,,,,ICD10-BD,Y43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other primarily systemic agents, not elsewhere classified",,,,,,,,ICD10-BD,Y43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, primarily systemic agent, unspecified",,,,,,,,ICD10-BD,Y43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents primarily affecting blood constituents",,,,,,,,ICD10-BD,Y44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, iron preparations and other anti-hypochromic-anemia preparations",,,,,,,,ICD10-BD,Y44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, vitamin B12, folic acid, and other anti-megaloblastic-anemia preparations",,,,,,,,ICD10-BD,Y44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anticoagulants",,,,,,,,ICD10-BD,Y44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anticoagulant antagonists, vitamin K, and other coagulants",,,,,,,,ICD10-BD,Y44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antithrombotic drugs [platelet-aggregation inhibitors]",,,,,,,,ICD10-BD,Y44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, thrombolytic drugs",,,,,,,,ICD10-BD,Y44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, natural blood and blood products",,,,,,,,ICD10-BD,Y44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, plasma substitutes",,,,,,,,ICD10-BD,Y44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified agents affecting blood constituents",,,,,,,,ICD10-BD,Y44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, analgesics, antipyretics, and anti-inflammatory drugs",,,,,,,,ICD10-BD,Y45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, opioids and related analgesics",,,,,,,,ICD10-BD,Y45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, salicylates",,,,,,,,ICD10-BD,Y45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, propionic acid derivatives",,,,,,,,ICD10-BD,Y45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other nonsteroidal anti-inflammatory drugs [NSAID]",,,,,,,,ICD10-BD,Y45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, Antirheumatics",,,,,,,,ICD10-BD,Y45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, 4-Aminophenol derivatives",,,,,,,,ICD10-BD,Y45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other analgesics, antipyretics, and anti-inflammatory drugs",,,,,,,,ICD10-BD,Y45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, analgesic, antipyretic, and anti-inflammatory drug, unspecified",,,,,,,,ICD10-BD,Y45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antiepileptics and antiparkinsonism drugs",,,,,,,,ICD10-BD,Y46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, succinimides",,,,,,,,ICD10-BD,Y46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, oxazolidinediones",,,,,,,,ICD10-BD,Y46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, hydantoin derivatives",,,,,,,,ICD10-BD,Y46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, deoxybarbiturates",,,,,,,,ICD10-BD,Y46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, iminostilbenes",,,,,,,,ICD10-BD,Y46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, valproic acid",,,,,,,,ICD10-BD,Y46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified antiepileptics",,,,,,,,ICD10-BD,Y46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antiparkinsonism drugs",,,,,,,,ICD10-BD,Y46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antispasticity drugs",,,,,,,,ICD10-BD,Y46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, sedatives, hypnotics, and antianxiety drugs",,,,,,,,ICD10-BD,Y47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, barbiturates, not elsewhere classified",,,,,,,,ICD10-BD,Y47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, benzodiazepines",,,,,,,,ICD10-BD,Y47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, chloral derivatives",,,,,,,,ICD10-BD,Y47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, paraldehyde",,,,,,,,ICD10-BD,Y47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, bromine compounds",,,,,,,,ICD10-BD,Y47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, mixed sedatives and hypnotics, not elsewhere classified",,,,,,,,ICD10-BD,Y47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other sedatives, hypnotics, and antianxiety drugs",,,,,,,,ICD10-BD,Y47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, sedative, hypnotic, and antianxiety drug, unspecified",,,,,,,,ICD10-BD,Y47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anesthetics and therapeutic gases",,,,,,,,ICD10-BD,Y48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, inhaled anesthetics",,,,,,,,ICD10-BD,Y48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, parenteral anesthetics",,,,,,,,ICD10-BD,Y48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified general anesthetics",,,,,,,,ICD10-BD,Y48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, local anesthetics",,,,,,,,ICD10-BD,Y48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anesthetic, unspecified",,,,,,,,ICD10-BD,Y48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, therapeutic gases",,,,,,,,ICD10-BD,Y48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, psychotropic drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, tricyclic and tetracyclic antidepressants",,,,,,,,ICD10-BD,Y49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, monoamine-oxidase-inhibitor antidepressants",,,,,,,,ICD10-BD,Y49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified antidepressants",,,,,,,,ICD10-BD,Y49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, phenothiazine antipsychotics and neuroleptics",,,,,,,,ICD10-BD,Y49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, butyrophenone and thioxanthene neuroleptics",,,,,,,,ICD10-BD,Y49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antipsychotics and neuroleptics",,,,,,,,ICD10-BD,Y49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, psychodysleptics [hallucinogens]",,,,,,,,ICD10-BD,Y49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, psychostimulants with abuse potential",,,,,,,,ICD10-BD,Y49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other psychotropic drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, psychotropic drug, unspecified",,,,,,,,ICD10-BD,Y49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, central nervous system stimulants, not elsewhere classified",,,,,,,,ICD10-BD,Y50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, analeptics",,,,,,,,ICD10-BD,Y50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, opioid receptor antagonists",,,,,,,,ICD10-BD,Y50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, methylxanthines, not elsewhere classified",,,,,,,,ICD10-BD,Y50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other central nervous system stimulants",,,,,,,,ICD10-BD,Y50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, central nervous system stimulant, unspecified",,,,,,,,ICD10-BD,Y50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, drugs primarily affecting the autonomic nervous system",,,,,,,,ICD10-BD,Y51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anticholinesterase agents",,,,,,,,ICD10-BD,Y51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other parasympathomimetics [cholinergics]",,,,,,,,ICD10-BD,Y51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, ganglionic blocking drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",,,,,,,,ICD10-BD,Y51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, predominantly alpha-adrenoreceptor agonists, not elsewhere classified",,,,,,,,ICD10-BD,Y51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, predominantly beta-adrenoreceptor agonists, not elsewhere classified",,,,,,,,ICD10-BD,Y51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, alpha-adrenoreceptor antagonists, not elsewhere classified",,,,,,,,ICD10-BD,Y51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, beta-adrenoreceptor antagonists, not elsewhere classified",,,,,,,,ICD10-BD,Y51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",,,,,,,,ICD10-BD,Y51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified drugs primarily affecting the autonomic nervous system",,,,,,,,ICD10-BD,Y51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents primarily affecting the cardiovascular system",,,,,,,,ICD10-BD,Y52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, cardiac-stimulant glycosides and drugs of similar action",,,,,,,,ICD10-BD,Y52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, calcium-channel blockers",,,,,,,,ICD10-BD,Y52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antidysrhythmic drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, coronary vasodilators, not elsewhere classified",,,,,,,,ICD10-BD,Y52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, angiotensin-converting-enzyme inhibitors",,,,,,,,ICD10-BD,Y52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antihypertensive drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antihyperlipidemic and antiarteriosclerotic drugs",,,,,,,,ICD10-BD,Y52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, peripheral vasodilators",,,,,,,,ICD10-BD,Y52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antivaricose drugs, including sclerosing agents",,,,,,,,ICD10-BD,Y52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified agents primarily affecting the cardiovascular system",,,,,,,,ICD10-BD,Y52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents primarily affecting the gastrointestinal system",,,,,,,,ICD10-BD,Y53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, histamine H2-receptor antagonists",,,,,,,,ICD10-BD,Y53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other antacids and anti-gastric-secretion drugs",,,,,,,,ICD10-BD,Y53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, stimulant laxatives",,,,,,,,ICD10-BD,Y53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, saline and osmotic laxatives",,,,,,,,ICD10-BD,Y53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other laxatives",,,,,,,,ICD10-BD,Y53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, digestants",,,,,,,,ICD10-BD,Y53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antidiarrheal drugs",,,,,,,,ICD10-BD,Y53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, emetics",,,,,,,,ICD10-BD,Y53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other agents primarily affecting the gastrointestinal system",,,,,,,,ICD10-BD,Y53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agent primarily affecting the gastrointestinal system, unspecified",,,,,,,,ICD10-BD,Y53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents primarily affecting water balance and mineral and uric acid metabolism",,,,,,,,ICD10-BD,Y54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, mineralocorticoids",,,,,,,,ICD10-BD,Y54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, mineralocorticoid antagonists [aldosterone antagonists]",,,,,,,,ICD10-BD,Y54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, carbonic-anhydrase inhibitors",,,,,,,,ICD10-BD,Y54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, benzothiadiazine derivatives",,,,,,,,ICD10-BD,Y54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, loop [high-ceiling] diuretics",,,,,,,,ICD10-BD,Y54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other diuretics",,,,,,,,ICD10-BD,Y54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, electrolytic, caloric, and water balance agents",,,,,,,,ICD10-BD,Y54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents affecting calcification",,,,,,,,ICD10-BD,Y54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents affecting uric acid metabolism",,,,,,,,ICD10-BD,Y54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, mineral salts, not elsewhere classified",,,,,,,,ICD10-BD,Y54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, agents primarily acting on smooth and skeletal muscles and the respiratory system",,,,,,,,ICD10-BD,Y55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, oxytocic drugs",,,,,,,,ICD10-BD,Y55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, skeletal muscle relaxants [neuromuscular blocking agents]",,,,,,,,ICD10-BD,Y55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified agents primarily acting on muscles",,,,,,,,ICD10-BD,Y55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antitussives",,,,,,,,ICD10-BD,Y55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, expectorants",,,,,,,,ICD10-BD,Y55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, anticommon cold drugs",,,,,,,,ICD10-BD,Y55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antiasthmatics, not elsewhere classified",,,,,,,,ICD10-BD,Y55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified agents primarily acting on the respiratory system",,,,,,,,ICD10-BD,Y55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological, and dental drugs",,,,,,,,ICD10-BD,Y56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, local antifungal, anti-infective, and anti-inflammatory drugs, not elsewhere classified",,,,,,,,ICD10-BD,Y56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antipruritics",,,,,,,,ICD10-BD,Y56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, local astringents and local detergents",,,,,,,,ICD10-BD,Y56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, emollients, demulcents, and protectants",,,,,,,,ICD10-BD,Y56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, keratolytics, keratoplastics, and other hair treatment drugs and preparations",,,,,,,,ICD10-BD,Y56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, ophthalmological drugs and preparations",,,,,,,,ICD10-BD,Y56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, otorhinolaryngological drugs and preparations",,,,,,,,ICD10-BD,Y56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, dental drugs, topically applied",,,,,,,,ICD10-BD,Y56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other topical agents",,,,,,,,ICD10-BD,Y56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, topical agent, unspecified",,,,,,,,ICD10-BD,Y56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other and unspecified drugs and medicaments",,,,,,,,ICD10-BD,Y57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, appetite depressants [anorectics]",,,,,,,,ICD10-BD,Y57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, lipotropic drugs",,,,,,,,ICD10-BD,Y57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, antidotes and chelating agents, not elsewhere classified",,,,,,,,ICD10-BD,Y57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, alcohol deterrents",,,,,,,,ICD10-BD,Y57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, pharmaceutical excipients",,,,,,,,ICD10-BD,Y57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, x-ray contrast media",,,,,,,,ICD10-BD,Y57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other diagnostic agents",,,,,,,,ICD10-BD,Y57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, vitamins, not elsewhere classified",,,,,,,,ICD10-BD,Y57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, other drugs and medicaments",,,,,,,,ICD10-BD,Y57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adverse effects in therapeutic use, drug or medicament, unspecified",,,,,,,,ICD10-BD,Y57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
